,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,B,Bosnia y Herzegovina,4,3,1,1,1,1,1,0,3B,3B,0,1,P.1 (4),4,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2B,Canadá
NombreEquipo,B,4,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,B,6/12/2026,21:00,J1,Canadá,,0,0,,Bosnia y Herzegovina,1,3,,Grupo B,,,,,,,,,,,,,,,,,,,B,Catar,0,3,0,0,3,0,3,-3,4B,4B,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3B,Bosnia y Herzegovina
Canadá,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/13/2026,21:00,J1,Catar,,0,1,,Suiza,1,8,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,B,Suiza,7,3,2,1,0,3,1,2,1B,1B,0,1,P.1 (4),7,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,4,12,1,4.1,4,,4B,Catar
Bosnia y Herzegovina,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/18/2026,21:00,J2,Suiza,,1,0,,Bosnia y Herzegovina,1,26,1B,1,,Suiza,7,3,2,1,0,3,1,2,1,Suiza,,,Canadá,,,,C,Brasil,9,3,3,0,0,10,1,9,1C,1C,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1C,Brasil
Catar,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/19/2026,0:00,J2,Canadá,,1,0,,Catar,1,27,2B,2,,Canadá,5,3,1,2,0,2,1,1,1,Canadá,,,Bosnia y Herzegovina,,,,C,Marruecos,4,3,1,1,1,4,4,0,2C,2C,0,1,P.1 (4),4,2,P.2 (2),0,1,0,1,2,P.2 (2),1,1,0,2,P.2 (2),1,2,P.2 (2),0,1,0,1,2,P.2 (2),1,1,0,2,P.2 (2),1,2,P.2 (2),0,2,P.2 (2),4,2,-,-,2,,2,-,2,,2,12,1,2.1,2,,2C,Marruecos
Suiza,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/24/2026,21:00,J3,Suiza,,1,1,,Canadá,1,51,3B,3,,Bosnia y Herzegovina,4,3,1,1,1,1,1,0,1,Bosnia y Herzegovina,,,Catar,,,,C,Haití,0,3,0,0,3,0,9,-9,4C,4C,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3C,Escocia
,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/24/2026,21:00,J3,Bosnia y Herzegovina,,1,0,,Catar,1,52,4B,4,,Catar,0,3,0,0,3,0,3,-3,1,Catar,,,Suiza,,,,C,Escocia,4,3,1,1,1,3,3,0,3C,3C,0,1,P.1 (4),4,2,P.2 (2),0,1,0,1,2,P.2 (2),1,1,0,2,P.2 (2),1,2,P.2 (2),0,1,0,1,2,P.2 (2),1,1,0,2,P.2 (2),1,2,P.2 (2),0,2,P.2 (2),3,3,-,-,3,,3,-,3,,4,12,1,4.1,4,,4C,Haití
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,Estados Unidos,4,3,1,1,1,3,3,0,3D,3D,0,1,P.1 (4),4,2,P.2 (2),0,0,1,0,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,1,12,1,1.1,1,,1D,Turquía
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,D,Paraguay,4,3,1,1,1,3,3,0,2D,2D,0,1,P.1 (4),4,2,P.2 (2),1,0,0,3,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,2,12,1,2.1,2,,2D,Paraguay
NombreEquipo,C,4,Local,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,C,6/14/2026,0:00,J1,Brasil,,3,1,,Marruecos,1,7,,Grupo C,,,,,,,,,,,,,,,,,,,D,Australia,2,3,0,2,1,2,3,-1,4D,4D,0,1,P.1 (4),2,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3D,Estados Unidos
Brasil,,,Visitante,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,,6/14/2026,3:00,J1,Haití,,0,2,,Escocia,1,5,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,D,Turquía,6,3,2,0,1,4,3,1,1D,1D,0,1,P.1 (4),6,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,4,12,1,4.1,4,,4D,Australia
Marruecos,,,Empate,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,,6/20/2026,0:00,J2,Escocia,,1,1,,Marruecos,1,30,1C,1,,Brasil,9,3,3,0,0,10,1,9,1,Brasil,,,Brasil,,,,E,Alemania,5,3,1,2,0,5,2,3,1E,1E,0,1,P.1 (4),5,1,P.1 (3),0,2,0,2,1,P.1 (3),2,2,0,1,P.1 (3),2,1,P.1 (3),0,2,0,2,1,P.1 (3),2,2,0,1,P.1 (3),2,1,P.1 (3),3,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1E,Alemania
Haití,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/20/2026,2:30,J2,Brasil,,5,0,,Haití,1,29,2C,2,,Marruecos,4,3,1,1,1,4,4,0,1,Marruecos,,,Marruecos,,,,E,Curazao,0,3,0,0,3,1,7,-6,4E,4E,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,2,12,1,2.1,2,,2E,Ecuador
Escocia,,,Visitante,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,,6/25/2026,0:00,J3,Escocia,,0,2,,Brasil,1,49,3C,3,,Escocia,4,3,1,1,1,3,3,0,1,Escocia,,,Haití,,,,E,Costa de Marfil,5,3,1,2,0,4,3,1,3E,3E,0,1,P.1 (4),5,1,P.1 (3),0,2,0,2,1,P.1 (3),2,2,0,1,P.1 (3),2,1,P.1 (3),0,2,0,2,1,P.1 (3),2,2,0,1,P.1 (3),2,1,P.1 (3),1,3,-,-,3,-,-,3,,3,-,3,,3,12,1,3.1,3,,3E,Costa de Marfil
,,,Local,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,,6/25/2026,0:00,J3,Marruecos,,2,0,,Haití,1,50,4C,4,,Haití,0,3,0,0,3,0,9,-9,1,Haití,,,Escocia,,,,E,Ecuador,5,3,1,2,0,4,2,2,2E,2E,0,1,P.1 (4),5,1,P.1 (3),0,2,0,2,1,P.1 (3),2,2,0,1,P.1 (3),2,1,P.1 (3),0,2,0,2,1,P.1 (3),2,2,0,1,P.1 (3),2,1,P.1 (3),2,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4E,Curazao
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Países Bajos,7,3,2,1,0,6,2,4,1F,1F,0,1,P.1 (4),7,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1F,Países Bajos
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,F,Japón,0,3,0,0,3,1,6,-5,4F,4F,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,2,12,1,2.1,2,,2F,Túnez
NombreEquipo,D,4,Visitante,P.2 (2),P.2 (2),,-,-,,-,-,,-,-,,-,-,,-,-,,D,6/13/2026,3:00,J1,Estados Unidos,,0,1,,Paraguay,1,4,,Grupo D,,,,,,,,,,,,,,,,,,,F,Suecia,4,3,1,1,1,3,3,0,3F,3F,0,1,P.1 (4),4,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,3,12,1,3.1,3,,3F,Suecia
Estados Unidos,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/14/2026,6:00,J1,Australia,,0,1,,Turquía,1,6,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,F,Túnez,5,3,1,2,0,4,3,1,2F,2F,0,1,P.1 (4),5,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4F,Japón
Paraguay,,,Empate,P.2 (2),-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/19/2026,21:00,J2,Estados Unidos,,1,1,,Australia,1,32,1D,1,,Turquía,6,3,2,0,1,4,3,1,1,Turquía,,,Estados Unidos,,,,G,Bélgica,2,3,0,2,1,1,2,-1,4G,4G,0,1,P.1 (4),2,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,1,12,1,1.1,1,,1G,Egipto
Australia,,,Local,-,P.2 (2),,-,-,,-,-,,-,-,,-,-,,-,-,,,6/20/2026,5:00,J2,Turquía,,2,1,,Paraguay,1,31,2D,2,,Paraguay,4,3,1,1,1,3,3,0,1,Paraguay,,,Paraguay,,,,G,Egipto,5,3,1,2,0,4,3,1,1G,1G,0,1,P.1 (4),5,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,2,12,2,2.2,2,,2G,Irán
Turquía,,,Visitante,-,P.2 (2),,-,-,,-,-,,-,-,,-,-,,-,-,,,6/26/2026,4:00,J3,Turquía,,1,2,,Estados Unidos,1,59,3D,3,,Estados Unidos,4,3,1,1,1,3,3,0,1,Estados Unidos,,,Australia,,,,G,Irán,3,3,0,3,0,2,2,0,2G,2G,0,1,P.1 (4),3,2,P.2 (2),0,1,0,1,2,P.2 (2),1,1,0,2,P.2 (2),1,2,P.2 (2),0,1,0,1,2,P.2 (2),1,1,0,2,P.2 (2),1,2,P.2 (2),0,2,P.2 (2),2,2,P.2 (2),3,2,,2.002,1,2,,2,12,2,2.2,2,,3G,Nueva Zelanda
,,,Empate,P.2 (2),-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/26/2026,4:00,J3,Paraguay,,1,1,,Australia,1,60,4D,4,,Australia,2,3,0,2,1,2,3,-1,1,Australia,,,Turquía,,,,G,Nueva Zelanda,3,3,0,3,0,2,2,0,3G,3G,0,1,P.1 (4),3,2,P.2 (2),0,1,0,1,2,P.2 (2),1,1,0,2,P.2 (2),1,2,P.2 (2),0,1,0,1,2,P.2 (2),1,1,0,2,P.2 (2),1,2,P.2 (2),0,2,P.2 (2),2,2,P.2 (2),4,3,,3.003,2,3,,4,12,1,4.1,4,,4G,Bélgica
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,España,9,3,3,0,0,7,1,6,1H,1H,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1H,España
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,H,Cabo Verde,1,3,0,1,2,1,5,-4,4H,4H,0,1,P.1 (4),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),-4,4,-,-,4,-,-,4,,4,-,4,,2,12,1,2.1,2,,2H,Uruguay
NombreEquipo,E,4,Local,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,E,6/14/2026,19:00,J1,Alemania,,3,0,,Curazao,1,10,,Grupo E,,,,,,,,,,,,,,,,,,,H,Arabia Saudita,1,3,0,1,2,1,4,-3,3H,3H,0,1,P.1 (4),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),-3,3,-,-,3,-,-,3,,3,-,3,,3,12,1,3.1,3,,3H,Arabia Saudita
Alemania,,,Empate,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,,6/15/2026,1:00,J1,Costa de Marfil,,1,1,,Ecuador,1,9,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,H,Uruguay,6,3,2,0,1,3,2,1,2H,2H,0,1,P.1 (4),6,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4H,Cabo Verde
Curazao,,,Empate,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,,6/20/2026,22:00,J2,Alemania,,1,1,,Costa de Marfil,1,33,1E,1,,Alemania,5,3,1,2,0,5,2,3,1,Alemania,,,Alemania,,,,I,Francia,9,3,3,0,0,7,1,6,1I,1I,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1I,Francia
Costa de Marfil,,,Local,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,,6/21/2026,2:00,J2,Ecuador,,2,0,,Curazao,1,34,2E,2,,Ecuador,5,3,1,2,0,4,2,2,1,Ecuador,,,Curazao,,,,I,Senegal,4,3,1,1,1,5,3,2,2I,2I,0,1,P.1 (4),4,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,2,12,1,2.1,2,,2I,Senegal
Ecuador,,,Visitante,-,P.1 (3),,-,P.1 (3),,-,P.1 (3),,-,P.1 (3),,-,P.1 (3),,-,P.1 (3),,,6/25/2026,22:00,J3,Curazao,,1,2,,Costa de Marfil,1,55,3E,3,,Costa de Marfil,5,3,1,2,0,4,3,1,1,Costa de Marfil,,,Costa de Marfil,,,,I,Irak,1,3,0,1,2,0,7,-7,4I,4I,0,1,P.1 (4),1,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3I,Noruega
,,,Empate,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,,6/25/2026,22:00,J3,Ecuador,,1,1,,Alemania,1,56,4E,4,,Curazao,0,3,0,0,3,1,7,-6,1,Curazao,,,Ecuador,,,,I,Noruega,2,3,0,2,1,1,2,-1,3I,3I,0,1,P.1 (4),2,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,4,12,1,4.1,4,,4I,Irak
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,Argentina,9,3,3,0,0,7,1,6,1J,1J,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1J,Argentina
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,J,Argelia,4,3,1,1,1,4,4,0,2J,2J,0,1,P.1 (4),4,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,2,12,1,2.1,2,,2J,Argelia
NombreEquipo,F,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,F,6/14/2026,22:00,J1,Países Bajos,,3,0,,Japón,1,11,,Grupo F,,,,,,,,,,,,,,,,,,,J,Austria,1,3,0,1,2,1,5,-4,4J,4J,0,1,P.1 (4),1,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3J,Jordania
Países Bajos,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/15/2026,4:00,J1,Suecia,,1,1,,Túnez,1,12,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,J,Jordania,2,3,0,2,1,1,3,-2,3J,3J,0,1,P.1 (4),2,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,4,12,1,4.1,4,,4J,Austria
Japón,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/20/2026,19:00,J2,Países Bajos,,2,1,,Suecia,1,35,1F,1,,Países Bajos,7,3,2,1,0,6,2,4,1,Países Bajos,,,Países Bajos,,,,K,Portugal,7,3,2,1,0,7,1,6,1K,1K,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),6,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1K,Portugal
Suecia,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/21/2026,6:00,J2,Túnez,,2,1,,Japón,1,36,2F,2,,Túnez,5,3,1,2,0,4,3,1,1,Túnez,,,Japón,,,,K,RD Congo,1,3,0,1,2,1,5,-4,3K,3K,0,1,P.1 (4),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),-4,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2K,Colombia
Túnez,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/26/2026,1:00,J3,Japón,,0,1,,Suecia,1,57,3F,3,,Suecia,4,3,1,1,1,3,3,0,1,Suecia,,,Suecia,,,,K,Uzbekistán,1,3,0,1,2,1,8,-7,4K,4K,0,1,P.1 (4),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),-7,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3K,RD Congo
,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/26/2026,1:00,J3,Túnez,,1,1,,Países Bajos,1,58,4F,4,,Japón,0,3,0,0,3,1,6,-5,1,Japón,,,Túnez,,,,K,Colombia,7,3,2,1,0,6,1,5,2K,2K,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),5,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4K,Uzbekistán
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Inglaterra,5,3,1,2,0,6,4,2,1L,1L,0,1,P.1 (4),5,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),2,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1L,Inglaterra
