W74,W77,,Marruecos,74,77,,,,89,"46207,75",W74-W77,Alemania,Francia,,,,,,,,,1/8,4/7/2026,19:00,90,República Checa,,1,2,,Marruecos,1,90,,,,,,,,,,,,,,,,,,,,,,,,1E,3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W73,W75,,Francia,73,75,,,,90,"46207,875",W73-W75,República Checa,Marruecos,,,,,,,,,,4/7/2026,23:00,89,Alemania,,2,3,,Francia,1,89,,,,,,,,,,,,,,,,,,,,,,,,1G,3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W76,W78,,Brasil,76,78,,,,91,"46208,75",W76-W78,Brasil,Noruega,,,,,,,,,,5/7/2026,22:00,91,Brasil,,4,2,,Noruega,1,91,,,,,,,,,,,,,,,,,,,,,,,,1I,3G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W79,W80,,Inglaterra,79,80,,,,92,"46208,875",W79-W80,México,Inglaterra,,,,,,,,,,6/7/2026,2:00,92,México,,0,2,,Inglaterra,1,92,,,,,,,,,,,,,,,,,,,,,,,,1K,3L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W83,W84,,España,83,84,,,,93,"46209,75",W83-W84,Colombia,España,,,,,,,,,,6/7/2026,21:00,93,Colombia,,2,4,,España,1,93,,,,,,,,,,,,,,,,,,,,,,,,1L,3I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W81,W82,,Bélgica,81,82,,,,94,"46209,875",W81-W82,Catar,Bélgica,,,,,,,,,,7/7/2026,2:00,94,Catar,,2,3,,Bélgica,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W86,W88,,Argentina,86,88,,,,95,"46210,75",W86-W88,Argentina,Paraguay,,,,,,,,,,7/7/2026,18:00,95,Argentina,,3,2,,Paraguay,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W85,W87,,Portugal,85,87,,,,96,"46210,875",W85-W87,Austria,Portugal,,,,,,,,,,7/7/2026,22:00,96,Austria,,2,4,,Portugal,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Cuartos de final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,,Casa,X,Gol,Gol,X,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W89,W90,,Francia,89,90,,,,97,"46212,75",W89-W90,Francia,Marruecos,,,,,,,,,1/4,9/7/2026,22:00,97,Francia,,2,1,,Marruecos,1,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W93,W94,,España,93,94,,,,98,"46213,875",W93-W94,España,Bélgica,,,,,,,,,,10/7/2026,21:00,98,España,,2,1,,Bélgica,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W91,W92,,Brasil,91,92,,,,99,"46214,75",W91-W92,Brasil,Inglaterra,,,,,,,,,,11/7/2026,23:00,99,Brasil,,3,2,,Inglaterra,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W95,W96,,Argentina,95,96,,,,100,"46214,875",W95-W96,Argentina,Portugal,,,,,,,,,,12/7/2026,3:00,100,Argentina,,3,2,,Portugal,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"EL 34 y la FINAL van diferentes como cogen los equipos, van directos, sin formulas previas",,,,,,,,,,,,,,,,,Semifinales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,LOOSERS,,,,,,,,,,,,,,,,Fecha,Hora,,Casa,X,Gol,Gol,X,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W97,W98,,España,97,98,,Francia,,101,"46217,875",W97-W98,Francia,España,,,,,,,,,1/2,14/7/2026,21:00,101,Francia,,1,2,,España,1,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W99,W100,,Argentina,99,100,,Brasil,,102,"46218,875",W99-W100,Brasil,Argentina,,,,,,,,,,15/7/2026,21:00,102,Brasil,,1,2,,Argentina,1,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3º y 4º puesto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,,Casa,X,Gol,Gol,X,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L101,L102,,Francia,101,102,,,,103,"46221,875",L101-L102,España,Argentina,,,,,,,,,3-4,18/7/2026,23:00,103,Francia,,3,2,,Brasil,1,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,,Casa,X,Gol,Gol,X,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W101,W102,,España,101,102,,Argentina,,104,"46222,875",W101-W102,España,Argentina,,,,,,,,,F,19/7/2026,21:00,104,España,,3,1,,Argentina,1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PORRA INCOMPLETA:,Aún falta alguna apuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Cuadro de honor,,,,,,,,,,,PORRA COMPLETA:,Guarda el archivo y envialo al administrador de tu porra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,🥇Campeón,,,,España,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,🥈Subcampeón,,,,Argentina,,,,,,1,,,PORRA COMPLETA:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,🥉3º puesto,,,,Francia,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Bota de Oro  (máximo goleador),,,,Yamal,,,,,,1,Escribe un jugador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Bota de Plata (2º máximo goleador),,,,Vinicius Jr,,,,,,1,,,Guarda el archivo y envialo al administrador de tu porra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Bota de Bronce (3º máximo goleador),,,,Julian Alvarez,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Balón de Oro  (mejor jugador),,,,Messi,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Balón de Plata (2º mejor jugador),,,,Rodri,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Balón de Bronce (3º mejor jugador),,,,Dembele,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,▼ Descargar Excel Administrador Porra ▼,,,,,Fixture,,,,,,© Miguel Angel Tejero. 2026,,,Donar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
